Building Name,Postcode,Year,latitude,longitude,Address,Type,Function,Size,Employee,Transportation,GFA,Energy,Waste,Water,Scope1,Scope2,Scope3,GHG_Total,EUI,GHG_Intensity,Award,Year of GM Award,GM Version,Validation Result
WILMAR INTERNATIONAL,138568,2023,1.3255,103.7223,"28 BIOPOLIS ROAD, SINGAPORE 138568",Commercial Building,Office,Large,1350,9712695.17085819,19792.0,3852877.84040702,209.02692643564,55291.0801359631,67.7327482481455,1128.79139561355,779.966933630285,1976.49107749198,194.668443836248,0.09986313043108225,goldplus,2020.0,Non-Residential Buildings NRB: 2015,Pass
SYNAPSE,138623,2021,1.3828,103.8902,"3 BIOPOLIS DRIVE, SINGAPORE 138623",Commercial Building,Office,Large,2720,12942324.7498517,33458.0,6486419.84265638,298.24679711198,83972.0261236698,23.95247,1915.562073,1785.648072,3725.162615,193.867530714818,0.11133847256261582,gold,2011.0,New Building for Non-Residential buildings (version 3),Pass
SYNAPSE,138623,2022,1.3828,103.8902,"3 BIOPOLIS DRIVE, SINGAPORE 138623",Commercial Building,Office,Large,2720,12942324.7498517,33458.0,5254858.54709606,301.078113103648,87095.6629725376,23.3287479294272,1909.08903954539,1761.42446201341,3693.84224948823,157.058358153388,0.1104023626483421,gold,2011.0,New Building for Non-Residential buildings (version 3),Pass
SYNAPSE,138623,2023,1.3828,103.8902,"3 BIOPOLIS DRIVE, SINGAPORE 138623",Commercial Building,Office,Large,2720,12942324.7498517,33458.0,4941266.69617378,305.822266484951,87460.7507451732,23.3176506327577,1982.68941692181,1691.32405177932,3697.3311193339,147.685656529792,0.11050663875108793,gold,2011.0,New Building for Non-Residential buildings (version 3),Pass
MANHATTAN HOUSE,169876,2021,1.3373,103.964,"151 CHIN SWEE ROAD, SINGAPORE 169876",Commercial Building,Office,Large,1041,7746323.62120954,16450.0,2578475.66,175.033784704083,44180.254540173,60.932704,913.760785,732.927099,1707.620588,156.746240729483,0.10380672267477203,,,,No Green Mark
MANHATTAN HOUSE,169876,2022,1.3373,103.964,"151 CHIN SWEE ROAD, SINGAPORE 169876",Commercial Building,Office,Large,1041,7746323.62120954,16450.0,2562591.37,177.634477553737,44965.4346545085,61.8666672740298,895.84354759181,758.816578077988,1716.52679294383,155.780630395137,0.10434813330965532,,,,No Green Mark
MANHATTAN HOUSE,169876,2023,1.3373,103.964,"151 CHIN SWEE ROAD, SINGAPORE 169876",Commercial Building,Office,Large,1041,7746323.62120954,16450.0,2481057.75370813,173.39683520233,44456.7690409563,62.7207658579811,875.420986010399,758.33443143688,1696.47618330526,150.824179556725,0.10312925126475746,,,,No Green Mark
UOB PLAZA 1 & 2,048624,2021,1.3373,103.9685,"80 RAFFLES PLACE, SINGAPORE 048624",Commercial Building,Office,Large,10160,75248906.2615324,131811.0,23146908.5,1289.97018839767,352546.656843072,454.61291,6590.358744,6355.661235,13400.632889,175.60680443969,0.10166551265827586,goldplus,2022.0,Existing Building for Non-Residential buildings (version 3),Pass
UOB PLAZA 1 & 2,048624,2022,1.3373,103.9685,"80 RAFFLES PLACE, SINGAPORE 048624",Commercial Building,Office,Large,10160,75248906.2615324,131811.0,20466541.0,1257.46861556017,352664.011776154,461.537833568965,6964.97297762743,6150.0963582129,13576.6071694093,155.271874122797,0.10300056269514153,goldplus,2022.0,Existing Building for Non-Residential buildings (version 3),Pass
UOB PLAZA 1 & 2,048624,2023,1.3373,103.9685,"80 RAFFLES PLACE, SINGAPORE 048624",Commercial Building,Office,Large,10160,75248906.2615324,131811.0,18984310.2190257,1237.8642439982,338197.810981027,460.669081165499,6791.0208112735,6258.13045725739,13509.8203496964,144.026752084619,0.10249387645717277,goldplus,2022.0,Existing Building for Non-Residential buildings (version 3),Pass
HARBOURFRONT TOWER ONE,098633,2021,1.298,103.8527,"1 HARBOURFRONT PLACE, SINGAPORE 098633, SINGAPORE 098633",Commercial Building,Office,Large,2404,19238931.2613202,40061.0,5874052.74087728,414.697390066869,106741.128579302,173.538836,2036.228235,1718.779508,3928.546579,146.627711262257,0.09806411669703702,gold,2022.0,Existing Building for Non-Residential buildings (version 2.1),Pass
HARBOURFRONT TOWER ONE,098633,2022,1.298,103.8527,"1 HARBOURFRONT PLACE, SINGAPORE 098633, SINGAPORE 098633",Commercial Building,Office,Large,2404,19238931.2613202,40061.0,6182475.18659819,412.471882083086,103764.377409714,177.943507129891,2033.46597930256,1753.58290208294,3964.9923885154,154.326531704106,0.09897387455418985,gold,2022.0,Existing Building for Non-Residential buildings (version 2.1),Pass
HARBOURFRONT TOWER ONE,098633,2023,1.298,103.8527,"1 HARBOURFRONT PLACE, SINGAPORE 098633, SINGAPORE 098633",Commercial Building,Office,Large,2404,19238931.2613202,40061.0,6331048.94127668,411.727696292143,104903.525131493,177.488736012838,2146.6368613556,1840.26004472346,4164.38564209189,158.035219821689,0.10395111560100571,gold,2022.0,Existing Building for Non-Residential buildings (version 2.1),Pass
OCBC CENTRE EAST,049514,2021,1.3329,103.7358,"63 CHULIA STREET, SINGAPORE 049514",Commercial Building,Office,Large,2019,14693266.4693056,22518.0,3258774.99999999,300.217992430801,83558.7345640815,77.245714,1408.799225,1069.272551,2555.31749,144.718669508837,0.11347888311572964,gold,2022.0,Existing Non-Residential Buildings (RECERT 2017),Pass
OCBC CENTRE EAST,049514,2022,1.3329,103.7358,"63 CHULIA STREET, SINGAPORE 049514",Commercial Building,Office,Large,2019,14693266.4693056,22518.0,3472524.99999999,307.256861296135,83949.9913679706,78.226076860536,1416.06071762429,1133.27025530955,2627.55704979437,154.211075583977,0.11668696375319167,gold,2022.0,Existing Non-Residential Buildings (RECERT 2017),Pass
OCBC CENTRE EAST,049514,2023,1.3329,103.7358,"63 CHULIA STREET, SINGAPORE 049514",Commercial Building,Office,Large,2019,14693266.4693056,22518.0,3565446.78900216,297.350038878266,82805.8264525027,76.5254235239625,1503.8552091534,1192.57400709839,2772.95463977576,158.337631628127,0.12314391330383515,gold,2022.0,Existing Non-Residential Buildings (RECERT 2017),Pass
PRUDENTIAL TOWER,049712,2021,1.3079,103.8327,"30 CECIL STREET, SINGAPORE 049712",Commercial Building,Office,Large,2269,11277574.7728757,27699.0,1729114.0,208.677145196389,59396.1655312622,25.117034,1480.476251,1338.218084,2843.811369,147.638282970504,0.10266837680060652,goldplus,2021.0,Existing Building for Non-Residential buildings (version 2.1),Pass
PRUDENTIAL TOWER,049712,2022,1.3079,103.8327,"30 CECIL STREET, SINGAPORE 049712",Commercial Building,Office,Large,2269,11277574.7728757,27699.0,1732042.0,202.311522015938,58201.8761951985,24.5508020586241,1556.54881697546,1251.85232435591,2832.95194339,153.83196505289,0.10227632562150259,goldplus,2021.0,Existing Building for Non-Residential buildings (version 2.1),Pass
PRUDENTIAL TOWER,049712,2023,1.3079,103.8327,"30 CECIL STREET, SINGAPORE 049712",Commercial Building,Office,Large,2269,11277574.7728757,27699.0,1744039.0,203.575698180681,60769.8122600086,23.830317625762,1561.31526459524,1220.46951313005,2805.61509535105,152.770489528135,0.10128940017152424,goldplus,2021.0,Existing Building for Non-Residential buildings (version 2.1),Pass
HQ SCDF,408827,2021,1.2803,103.8483,"91 UBI AVENUE 4, SINGAPORE 408827",Commercial Building,Office,Large,3253,15408354.4680928,42127.0,6663897.99999999,420.739054342692,115281.37085293,30.200639,1947.908853,2081.215552,4059.325044,158.185914021886,0.09635922434543168,platinum,2022.0,Existing Non-Residental Buildings ENRB: 2017,Pass
HQ SCDF,408827,2022,1.2803,103.8483,"91 UBI AVENUE 4, SINGAPORE 408827",Commercial Building,Office,Large,3253,15408354.4680928,42127.0,6470221.99999999,402.174962740648,109301.028374244,29.330643394722,1934.3953443316,2141.64767430957,4105.3736620359,153.588482445937,0.09745231471588056,platinum,2022.0,Existing Non-Residental Buildings ENRB: 2017,Pass
HQ SCDF,408827,2023,1.2803,103.8483,"91 UBI AVENUE 4, SINGAPORE 408827",Commercial Building,Office,Large,3253,15408354.4680928,42127.0,6038883.52783534,396.896237562014,109649.069477256,29.7851714480016,2048.04411126241,2212.19228407192,4290.02156678234,143.349479617237,0.10183543966535334,platinum,2022.0,Existing Non-Residental Buildings ENRB: 2017,Pass
CENTENNIAL TOWER,039190,2021,1.285,103.8464,"3 TEMASEK AVENUE SINGAPORE 039190, SINGAPORE 039190",Commercial Building,Office,Large,4481,21166788.7620898,64846.0,10649177.0,460.602666806264,124057.359072359,31.913287,4088.5703,3143.76061,7264.244197,164.222573481788,0.11202301139623107,goldplus,2022.0,Existing Building for Non-Residential buildings (version 2.1),Pass
CENTENNIAL TOWER,039190,2022,1.285,103.8464,"3 TEMASEK AVENUE SINGAPORE 039190, SINGAPORE 039190",Commercial Building,Office,Large,4481,21166788.7620898,64846.0,9868803.99999997,461.838038693315,129944.931700263,31.0060771148069,4288.96940878642,2983.96122861597,7303.9367145172,152.188323103969,0.11263511572829782,goldplus,2022.0,Existing Building for Non-Residential buildings (version 2.1),Pass
CENTENNIAL TOWER,039190,2023,1.285,103.8464,"3 TEMASEK AVENUE SINGAPORE 039190, SINGAPORE 039190",Commercial Building,Office,Large,4481,21166788.7620898,64846.0,9413101.92117466,443.057701211996,121068.230451037,30.671123743595,4505.30307089813,2899.56180685404,7435.53600149576,145.160872238452,0.11466452829003732,goldplus,2022.0,Existing Building for Non-Residential buildings (version 2.1),Pass
SINGAPORE BUSINESS FEDERATION CENTER,068914,2021,1.3262,103.869,"160 ROBINSON ROAD, SINGAPORE 068914",Commercial Building,Office,Large,2574,12084063.178362,28189.0,4266368.3,279.912003415074,82733.0912482645,14.38816,1384.290983,1187.46856,2586.147703,151.348692752492,0.09174315169037568,platinum,2021.0,New Building for Non-Residential buildings (version 4),Pass
SINGAPORE BUSINESS FEDERATION CENTER,068914,2022,1.3262,103.869,"160 ROBINSON ROAD, SINGAPORE 068914",Commercial Building,Office,Large,2574,12084063.178362,28189.0,4284576.83999999,285.510556299023,83352.066057216,13.9809518967209,1339.94608988911,1194.22807505737,2548.1551168432,151.994637624605,0.09039537113211538,platinum,2021.0,New Building for Non-Residential buildings (version 4),Pass
SINGAPORE BUSINESS FEDERATION CENTER,068914,2023,1.3262,103.869,"160 ROBINSON ROAD, SINGAPORE 068914",Commercial Building,Office,Large,2574,12084063.178362,28189.0,4313838.34162687,274.683806547846,80771.3447848167,14.3872803997243,1343.08723574099,1173.8246801184,2531.29919625911,153.032684438145,0.0897974102046582,platinum,2021.0,New Building for Non-Residential buildings (version 4),Pass
THE MCST PLAN NO 4484,608526,2021,1.287,103.8408,"2 VENTURE DRIVE, SINGAPORE 608526",Commercial Building,Office,Large,6379,35224426.4456903,64562.0,9224711.19999998,740.437435927347,215053.130948644,101.688906,3974.285591,3572.628525,7648.603022,142.881434899786,0.11846911530002169,goldplus,2022.0,Existing Non-Residential Buildings (RECERT 2017),Pass
THE MCST PLAN NO 4484,608526,2022,1.287,103.8408,"2 VENTURE DRIVE, SINGAPORE 608526",Commercial Building,Office,Large,6379,35224426.4456903,64562.0,9806652.8,754.733260075717,227074.481050556,100.140454866579,3857.4227626335,3631.5736165913,7589.13683409138,151.895120968991,0.11754804426894117,goldplus,2022.0,Existing Non-Residential Buildings (RECERT 2017),Pass
THE MCST PLAN NO 4484,608526,2023,1.287,103.8408,"2 VENTURE DRIVE, SINGAPORE 608526",Commercial Building,Office,Large,6379,35224426.4456903,64562.0,10978056.8537578,741.726879779552,218683.617229859,98.4595025556674,3793.6107458765,3533.71887928334,7425.78912771551,170.038983515966,0.1150179537144994,goldplus,2022.0,Existing Non-Residential Buildings (RECERT 2017),Pass
CAPITASKY,068897,2021,1.2988,103.8594,"79 ROBINSON ROAD, SINGAPORE 068897",Commercial Building,Office,Large,3243,25395589.7309367,56533.0,7068304.00000002,511.237178819452,129575.276664397,218.327283,3548.317334,2421.028097,6187.672714,125.029699467568,0.10945240326888721,,,,No Green Mark
CAPITASKY,068897,2022,1.2988,103.8594,"79 ROBINSON ROAD, SINGAPORE 068897",Commercial Building,Office,Large,3243,25395589.7309367,56533.0,8537159.99999999,523.945788054847,130220.623556373,223.0435184304,3469.14366088434,2340.12490697995,6032.31208629468,151.011975306458,0.10670426275440327,,,,No Green Mark
CAPITASKY,068897,2023,1.2988,103.8594,"79 ROBINSON ROAD, SINGAPORE 068897",Commercial Building,Office,Large,3243,25395589.7309367,56533.0,16552304.101686,528.519090953654,131965.860197834,220.885010660931,3564.01119363335,2313.86822744988,6098.76443174416,292.790124381972,0.10787972390894097,,,,No Green Mark
GALAXIS,138522,2021,1.28,103.8482,"1 FUSIONOPOLIS PLACE 138522, SINGAPORE 138522",Commercial Building,Office,Large,6257,41347137.6791022,68839.0,9781426.00000002,880.947589306269,250333.780093292,177.679921,3772.836568,3349.650716,7300.167205,142.091343569779,0.10604696763462572,platinum,2021.0,New Building for Non-Residential buildings (version 4.0),Pass
GALAXIS,138522,2022,1.28,103.8482,"1 FUSIONOPOLIS PLACE 138522, SINGAPORE 138522",Commercial Building,Office,Large,6257,41347137.6791022,68839.0,10317048.0,869.460596886888,240974.275953847,178.093891026674,3796.1653564701,3529.86093229416,7504.12017979094,149.872136434289,0.10900972094003311,platinum,2021.0,New Building for Non-Residential buildings (version 4.0),Pass
GALAXIS,138522,2023,1.28,103.8482,"1 FUSIONOPOLIS PLACE 138522, SINGAPORE 138522",Commercial Building,Office,Large,6257,41347137.6791022,68839.0,10393928.7426857,896.18603064102,247598.933417463,178.349236373551,3774.27532015839,3398.94912263476,7351.5736791667,150.988956008741,0.10679373144825897,platinum,2021.0,New Building for Non-Residential buildings (version 4.0),Pass
THE METROPOLIS,138588,2021,1.2798,103.848,"9 NORTH BUONA VISTA DRIVE, SINGAPORE 138588",Commercial Building,Office,Large,10978,74256716.4011865,115395.0,17151905.9999999,1366.41605968936,394569.331187098,307.908516,6572.400873,5250.508483,12130.817872,148.636474717275,0.10512429370423328,platinum,2021.0,New Building for Non-Residential buildings (version 3),Pass
THE METROPOLIS,138588,2022,1.2798,103.848,"9 NORTH BUONA VISTA DRIVE, SINGAPORE 138588",Commercial Building,Office,Large,10978,74256716.4011865,115395.0,17254749.0,1372.03189534152,386025.71947147,308.884376224159,6333.27542187014,5333.99486903143,11976.1546671257,149.527700506954,0.10378399988843277,platinum,2021.0,New Building for Non-Residential buildings (version 3),Pass
THE METROPOLIS,138588,2023,1.2798,103.848,"9 NORTH BUONA VISTA DRIVE, SINGAPORE 138588",Commercial Building,Office,Large,10978,74256716.4011865,115395.0,17274014.5473412,1344.27431255258,389055.794763996,313.6082955473,6419.89991342734,5208.47626637901,11941.9844753536,149.694653558137,0.10348788487675896,platinum,2021.0,New Building for Non-Residential buildings (version 3),Pass
LAZADA ONE,189554,2021,1.3379,103.9645,"51 BRAS BASAH ROAD, #02-06, SINGAPORE 189554",Commercial Building,Office,Large,2358,18307106.7078515,29051.0,3779458.72721063,291.579998604299,80490.385347715,108.740868,1617.052551,1337.798792,3063.592211,130.097371078814,0.1054556542287701,platinum,2017.0,Existing Building for Non-Residential buildings (version 3),Pass
LAZADA ONE,189554,2022,1.3379,103.9645,"51 BRAS BASAH ROAD, #02-06, SINGAPORE 189554",Commercial Building,Office,Large,2358,18307106.7078515,29051.0,4320895.0,302.172941800497,85151.5656497735,110.97243216708,1653.08984819366,1291.13678469391,3055.19906505465,148.734811194107,0.10516674348747547,platinum,2017.0,Existing Building for Non-Residential buildings (version 3),Pass
LAZADA ONE,189554,2023,1.3379,103.9645,"51 BRAS BASAH ROAD, #02-06, SINGAPORE 189554",Commercial Building,Office,Large,2358,18307106.7078515,29051.0,4054246.45997144,284.781261971884,80119.3859489137,110.73178478961,1758.47896391777,1227.67686403336,3096.88761274073,139.556175690043,0.10660175597193661,platinum,2017.0,Existing Building for Non-Residential buildings (version 3),Pass
ROBINSON POINT,068911,2021,1.2957,103.7889,"39 ROBINSON ROAD, SINGAPORE 068911",Commercial Building,Office,Large,993,5013786.91682728,15400.0,2133970.00000001,135.243123717336,35623.904745886,17.36069,886.040395,822.242983,1725.644068,138.569480519481,0.11205480961038962,gold,2013.0,Existing Building for Non-Residential buildings (version 2.1),Pass
ROBINSON POINT,068911,2022,1.2957,103.7889,"39 ROBINSON ROAD, SINGAPORE 068911",Commercial Building,Office,Large,993,5013786.91682728,15400.0,2269374.0,140.297999759264,36645.3445372725,16.9692133658042,844.895449495755,851.117841445729,1712.98250430729,147.361948051948,0.11123263014982401,gold,2013.0,Existing Building for Non-Residential buildings (version 2.1),Pass
ROBINSON POINT,068911,2023,1.2957,103.7889,"39 ROBINSON ROAD, SINGAPORE 068911",Commercial Building,Office,Large,993,5013786.91682728,15400.0,2225736.98340934,147.220660988282,38120.6065870639,16.5872253868455,874.981426602806,902.348642448221,1793.91729443787,144.528375546061,0.11648813600245908,gold,2013.0,Existing Building for Non-Residential buildings (version 2.1),Pass
TELETECH PARK,117674,2021,1.3234,103.9531,"20 SCIENCE PARK ROAD, SINGAPORE 117674",Commercial Building,Office,Large,1537,8675334.92794413,17701.61,2956923.9,143.705597770636,42072.5479043652,29.965269,1105.739884,890.026066,2025.731219,167.042653182394,0.11443768216563352,goldplus,2022.0,Existing Non-Residential Buildings (RECERT 2017),Pass
TELETECH PARK,117674,2022,1.3234,103.9531,"20 SCIENCE PARK ROAD, SINGAPORE 117674",Commercial Building,Office,Large,1537,8675334.92794413,17701.61,2602089.6,149.191317036858,43076.1010039896,29.5682597725187,1047.39334699925,844.381898384873,1921.34350515664,146.997340919837,0.10854060761459777,goldplus,2022.0,Existing Non-Residential Buildings (RECERT 2017),Pass
TELETECH PARK,117674,2023,1.3234,103.9531,"20 SCIENCE PARK ROAD, SINGAPORE 117674",Commercial Building,Office,Large,1537,8675334.92794413,17701.61,2339495.95431238,147.122842149461,44629.6642078635,29.2356192956545,1024.82823418871,844.819111919738,1898.88296540411,132.162891076709,0.10727176598084073,goldplus,2022.0,Existing Non-Residential Buildings (RECERT 2017),Pass
ASIA SQUARE TOWER 1,018960,2021,1.2842,103.8525,"8 MARINA VIEW, SINGAPORE 018960",Commercial Building,Office,Large,11002,75202250.4306491,145650.0,19422530.0,1520.81070133825,419764.759184322,412.826136,7396.125211,6342.765891,14151.717238,133.350703741847,0.09716249391005835,platinum,2021.0,Existing Building for Non-Residential buildings (version 3),Pass
ASIA SQUARE TOWER 1,018960,2022,1.2842,103.8525,"8 MARINA VIEW, SINGAPORE 018960",Commercial Building,Office,Large,11002,75202250.4306491,145650.0,21355552.5000001,1489.10493251558,412034.984541107,414.950356119738,7752.06319691178,6388.30245567103,14555.3160087025,146.622399588054,0.09993351190320976,platinum,2021.0,Existing Building for Non-Residential buildings (version 3),Pass
ASIA SQUARE TOWER 1,018960,2023,1.2842,103.8525,"8 MARINA VIEW, SINGAPORE 018960",Commercial Building,Office,Large,11002,75202250.4306491,145650.0,21541480.001235,1569.49302850058,429468.071077481,415.062869984346,7337.86866730213,6739.67882251607,14492.6103598025,147.898935813491,0.09950298908206316,platinum,2021.0,Existing Building for Non-Residential buildings (version 3),Pass
TWENTY ANSON,079912,2021,1.3258,103.7481,"20 ANSON ROAD, SINGAPORE 079912",Commercial Building,Office,Large,1628,13413415.2493524,22946.0,3939189.00000001,217.009181710013,57243.9389979953,100.155481,1441.45078,1134.87892,2676.485181,171.672143292949,0.11664277786978122,platinum,2021.0,Existing Building for Non-Residential buildings (version 3),Fail
TWENTY ANSON,079912,2022,1.3258,103.7481,"20 ANSON ROAD, SINGAPORE 079912",Commercial Building,Office,Large,1628,13413415.2493524,22946.0,3359041.99999999,221.407448756272,59678.7012116463,102.977436282911,1392.14297437498,1075.12106365284,2570.24147431072,146.389000261483,0.1120126154584991,platinum,2021.0,Existing Building for Non-Residential buildings (version 3),Fail
TWENTY ANSON,079912,2023,1.3258,103.7481,"20 ANSON ROAD, SINGAPORE 079912",Commercial Building,Office,Large,1628,13413415.2493524,22946.0,2911540.90167082,215.227820483858,59500.4887584775,104.051587791665,1335.11763343634,1109.52581746188,2548.69503868988,126.886642624894,0.11107360928658068,platinum,2021.0,Existing Building for Non-Residential buildings (version 3),Fail
MINISTRY OF MANPOWER SERVICE CENTRE,339946,2021,1.2814,103.8509,"1500 BENDEMEER RD, SINGAPORE 339946",Commercial Building,Office,Large,1767,11729830.6837157,27542.0,3703602.95999999,264.83422530257,67478.8369368531,77.12835,1556.541109,1287.493584,2921.163043,134.471097233316,0.10606212486384431,platinum,2022.0,Existing Non-Residental Buildings ENRB: 2017,Pass
MINISTRY OF MANPOWER SERVICE CENTRE,339946,2022,1.2814,103.8509,"1500 BENDEMEER RD, SINGAPORE 339946",Commercial Building,Office,Large,1767,11729830.6837157,27542.0,3992518.88,257.551562532567,66964.4996626754,77.4107796066799,1533.47398139642,1301.04822561679,2911.93298661989,144.961109578099,0.10572699827971425,platinum,2022.0,Existing Non-Residental Buildings ENRB: 2017,Pass
MINISTRY OF MANPOWER SERVICE CENTRE,339946,2023,1.2814,103.8509,"1500 BENDEMEER RD, SINGAPORE 339946",Commercial Building,Office,Large,1767,11729830.6837157,27542.0,4029191.71484575,265.674892559973,69335.9900963881,78.6655307304096,1538.82694629056,1293.89465576266,2911.38713278363,146.292633608516,0.10570717931826411,platinum,2022.0,Existing Non-Residental Buildings ENRB: 2017,Pass
FRAGRANCE EMPIRE BUILDING,119962,2021,1.2905,103.7872,"456 ALEXANDRA ROAD, SINGAPORE 119962",Commercial Building,Office,Large,2345,10796701.7231397,28100.0,4007117.99999999,227.19748938841,66402.1638254188,22.346695,1329.468346,1520.463368,2872.278409,142.602064056939,0.10221631348754448,,,,No Green Mark
FRAGRANCE EMPIRE BUILDING,119962,2022,1.2905,103.7872,"456 ALEXANDRA ROAD, SINGAPORE 119962",Commercial Building,Office,Large,2345,10796701.7231397,28100.0,4039783.00000001,232.055154252351,68873.2714133585,21.7012964672916,1341.83302919904,1471.63735832906,2835.17168399539,143.764519572954,0.10089578946602812,,,,No Green Mark
FRAGRANCE EMPIRE BUILDING,119962,2023,1.2905,103.7872,"456 ALEXANDRA ROAD, SINGAPORE 119962",Commercial Building,Office,Large,2345,10796701.7231397,28100.0,4184606.65906072,218.518284021022,63942.5681355657,21.2199648986401,1327.3725164538,1520.34986360223,2868.94234495466,148.918386443442,0.10209759234714091,,,,No Green Mark
STANDARD CHARTERED @ CHANGI,486028,2021,1.2781,103.8479,"7 CHANGI BUSINESS PARK CRESCENT, SINGAPORE 486028",Commercial Building,Office,Large,2331,17944935.8452698,27076.0,3823599.0,321.364230665792,88241.2043741458,103.197518,1345.789166,1207.171639,2656.158323,141.217277293544,0.09810010056876939,platinum,2019.0,Existing Building for Non-Residential buildings (version 3),Pass
STANDARD CHARTERED @ CHANGI,486028,2022,1.2781,103.8479,"7 CHANGI BUSINESS PARK CRESCENT, SINGAPORE 486028",Commercial Building,Office,Large,2331,17944935.8452698,27076.0,3891831.75,334.226540971124,93195.0758344676,105.058990739021,1350.30328751088,1230.62781089953,2685.99008914943,143.737322721229,0.09920187949288779,platinum,2019.0,Existing Building for Non-Residential buildings (version 3),Pass
STANDARD CHARTERED @ CHANGI,486028,2023,1.2781,103.8479,"7 CHANGI BUSINESS PARK CRESCENT, SINGAPORE 486028",Commercial Building,Office,Large,2331,17944935.8452698,27076.0,3640470.11608024,337.509136652704,95102.905366059,102.051667451013,1403.08091173407,1251.10914982571,2756.2417290108,134.453764074466,0.10179648873581032,platinum,2019.0,Existing Building for Non-Residential buildings (version 3),Pass
30 RAFFLES PLACE,048622,2021,1.2995,103.8409,"30 RAFFLES PLACE, SINGAPORE 048622",Commercial Building,Office,Large,2645,14362467.0427219,37387.0,4299435.00000002,378.764164466605,102512.276750047,51.158126,2128.164025,2123.636275,4302.958426,114.998127691444,0.11509236970069811,platinum,2022.0,Non-Residential Buildings NRB: 2015,Fail
30 RAFFLES PLACE,048622,2022,1.2995,103.8409,"30 RAFFLES PLACE, SINGAPORE 048622",Commercial Building,Office,Large,2645,14362467.0427219,37387.0,5331128.24999998,367.829408562283,101133.942135667,50.338493855355,2010.86623046005,2183.2202080076,4244.42493232301,142.593100542969,0.11352675882855029,platinum,2022.0,Non-Residential Buildings NRB: 2015,Fail
30 RAFFLES PLACE,048622,2023,1.2995,103.8409,"30 RAFFLES PLACE, SINGAPORE 048622",Commercial Building,Office,Large,2645,14362467.0427219,37387.0,8862094.3191895,348.651380202669,93393.6367683982,50.3961283769199,2124.11078432612,2127.52319622022,4302.03010892326,237.036786026948,0.11506753975775696,platinum,2022.0,Non-Residential Buildings NRB: 2015,Fail
MAPLETREE BUSINESS CITY,117438,2021,1.2776,103.8476,"10 PASIR PANJANG ROAD,, SINGAPORE 117438",Commercial Building,Office,Large,15312,113703180.988016,184167.0,25292487.4679717,2042.57831768823,560606.719247911,704.548941,9150.342563,9328.374904,19183.266408,137.334525012471,0.10416234400299727,platinum,2022.0,Existing Building for Non-Residential buildings (version 3),Pass
MAPLETREE BUSINESS CITY,117438,2021,1.2776,103.8476,"10 PASIR PANJANG ROAD,, SINGAPORE 117438",Commercial Building,Office,Large,15312,113703180.988016,184167.0,25292487.4679717,2042.57831768823,560606.719247911,704.548941,9150.342563,9328.374904,19183.266408,137.334525012471,0.10416234400299727,platinum,2022.0,Existing Building for Non-Residential buildings (version 3),Pass
MAPLETREE BUSINESS CITY,117438,2022,1.2776,103.8476,"10 PASIR PANJANG ROAD,, SINGAPORE 117438",Commercial Building,Office,Large,15312,113703180.988016,184167.0,26198507.2020536,2083.62842170012,563624.687970967,717.531179420929,9595.38202441523,9357.70452639741,19670.6177302336,142.254080275259,0.1068085907368508,platinum,2022.0,Existing Building for Non-Residential buildings (version 3),Pass
MAPLETREE BUSINESS CITY,117438,2022,1.2776,103.8476,"10 PASIR PANJANG ROAD,, SINGAPORE 117438",Commercial Building,Office,Large,15312,113703180.988016,184167.0,26198507.2020536,2083.62842170012,563624.687970967,717.531179420929,9595.38202441523,9357.70452639741,19670.6177302336,142.254080275259,0.1068085907368508,platinum,2022.0,Existing Building for Non-Residential buildings (version 3),Pass
MAPLETREE BUSINESS CITY,117438,2023,1.2776,103.8476,"10 PASIR PANJANG ROAD,, SINGAPORE 117438",Commercial Building,Office,Large,15312,113703180.988016,184167.0,26231087.6233509,2045.193952856,575360.611436384,730.876773331055,9193.55061951327,9384.053115569,19308.4805084133,142.430987220028,0.10484223834027431,platinum,2022.0,Existing Building for Non-Residential buildings (version 3),Pass
MAPLETREE BUSINESS CITY,117438,2023,1.2776,103.8476,"10 PASIR PANJANG ROAD,, SINGAPORE 117438",Commercial Building,Office,Large,15312,113703180.988016,184167.0,26231087.6233509,2045.193952856,575360.611436384,730.876773331055,9193.55061951327,9384.053115569,19308.4805084133,142.430987220028,0.10484223834027431,platinum,2022.0,Existing Building for Non-Residential buildings (version 3),Pass
ISTANA,238823,2021,1.2806,103.8333,"ORCHARD RD SINGAPORE 238823, SINGAPORE 238823",Commercial Building,Office,Large,1496,8835368.27276,22974.0,3261754.23999999,223.958674671005,59395.1005743186,46.788761,1092.59324,1149.309507,2288.691508,141.975896230521,0.09962094141203098,platinum,2022.0,New Non-Residential Buildings (NRB: 2015) (R3),Pass
ISTANA,238823,2022,1.2806,103.8333,"ORCHARD RD SINGAPORE 238823, SINGAPORE 238823",Commercial Building,Office,Large,1496,8835368.27276,22974.0,3253459.77000001,218.859520041146,57410.9524038286,46.4739493085855,1156.67124451097,1172.8448176858,2375.99001150536,141.614858971011,0.10342082404045269,platinum,2022.0,New Non-Residential Buildings (NRB: 2015) (R3),Pass
